"key","bid","bid_no","ra_no","items","quantity","department","startdate","enddate","document","status"
"GEM/2018/B/10529",73816,"","GEM/2018/B/10529","Air Conditioner",1,"Department of Higher Education","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/73816","Bid Awarded"
"GEM/2018/B/10531",73830,"","GEM/2018/B/10531","Line Intractive UPS with AVR",60,"Delhi Legislative Assembly Department","2018-05-11","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/73830","Bid Awarded"
"GEM/2018/B/10539",73886,"","GEM/2018/B/10539","Multifunction Machines",200,"Finance Department Kerala","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/73886","Bid Awarded"
"GEM/2018/B/10542",73907,"","GEM/2018/B/10542","Air Conditioner",2,"NA","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/73907","Bid Awarded"
"GEM/2018/B/10544",73921,"","GEM/2018/B/10544","Air Conditioner",1,"Department of Higher Education","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/73921","Bid Awarded"
"GEM/2018/B/10547",73942,"","GEM/2018/B/10547","All in one",2,"NA","2018-05-09","2018-05-20","https://bidplus.gem.gov.in/showbidDocument/73942","Bid Awarded"
"GEM/2018/B/10549",73956,"","GEM/2018/B/10549","computer servers",6,"Department of Defence Research & Development","2018-05-09","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/73956","Bid Awarded"
"GEM/2018/B/10550",73963,"","GEM/2018/B/10550","Air Conditioner",6,"Department of Revenue","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/73963","Bid Awarded"
"GEM/2018/B/10555",73998,"","GEM/2018/B/10555","power cable for direct burial xlpe ugac cable",1250,"NA","2018-05-09","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/73998","Bid Awarded"
"GEM/2018/B/10559",74026,"","GEM/2018/B/10559","Vehicle Hiring Service",2,"NA","2018-05-11","2018-05-22","https://bidplus.gem.gov.in/showbidDocument/74026","Bid Awarded"
"GEM/2018/B/10560",74033,"","GEM/2018/B/10560","Sheet Bed Hospital- Military Hospital Clothing",20,"Health and Family Welfare Department Delhi","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/74033","Bid Awarded"
"GEM/2018/B/10563",74054,"","GEM/2018/B/10563","Televisions",1,"Department of Personnel and Training","2018-05-09","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/74054","Bid Awarded"
"GEM/2018/B/10566",74075,"","GEM/2018/B/10566","Televisions",2,"Cooperation Department Haryana State ","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/74075","Bid Awarded"
"GEM/2018/B/10569",74096,"","GEM/2018/B/10569","Televisions",2,"Department of Personnel and Training","2018-05-09","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/74096","Bid Awarded"
"GEM/2018/B/10572",74117,"","GEM/2018/B/10572","classroom chairs",50,"College Education Department Rajasthan","2018-05-09","2018-05-24","https://bidplus.gem.gov.in/showbidDocument/74117","Bid Awarded"
"GEM/2018/B/10573",74124,"","GEM/2018/B/10573","PORTABLE MOBILE LAB -WITH POWER BACKUP",1,"Health and Family Welfare Department Delhi","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/74124","Bid Awarded"
"GEM/2018/B/10575",74138,"","GEM/2018/B/10575","Air Conditioner",10,"CHHATTISGARH","2018-05-09","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/74138","Bid Awarded"
"GEM/2018/B/10576",74145,"","GEM/2018/B/10576","OEM Cartridge",5,"NA","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/74145","Bid Awarded"
"GEM/2018/B/10578",74159,"","GEM/2018/B/10578","Fan Super Efficient- ceiling BLDC",85,"NA","2018-05-09","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/74159","Bid Awarded"
"GEM/2018/B/10587",74222,"","GEM/2018/B/10587","OEM Cartridge",5,"NA","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/74222","Bid Awarded"
"GEM/2018/B/10589",74236,"","GEM/2018/B/10589","Printer or photo Copier Paper",500,"MAHARASHTRA","2018-05-09","2018-05-24","https://bidplus.gem.gov.in/showbidDocument/74236","Bid Awarded"
"GEM/2018/B/10593",74264,"","GEM/2018/B/10593","Vehicle Hiring Service",57,"NA","2018-05-10","2018-05-20","https://bidplus.gem.gov.in/showbidDocument/74264","Bid Awarded"
"GEM/2018/B/10595",74278,"","GEM/2018/B/10595","Backup and replication software backup or archival software",1,"Department of Science and Technology (DST)","2018-05-10","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/74278","Bid Awarded"
"GEM/2018/B/10598",74299,"","GEM/2018/B/10598","diesel generators- DG Sets",3,"Central Armed Police Forces","2018-05-09","2018-05-23","https://bidplus.gem.gov.in/showbidDocument/74299","Bid Awarded"
"GEM/2018/B/1060",7519,"","GEM/2018/B/1060","Air Conditioner",3,"Department of Telecommunications (DOT)","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/7519","Bid Awarded"
"GEM/2018/B/10603",74334,"","GEM/2018/B/10603","OEM Cartridge",5,"NA","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/74334","Bid Awarded"
"GEM/2018/B/10607",74362,"","GEM/2018/B/10607","Utility Vehicles",1,"General Administration Department Maharashtra","2018-05-09","2018-05-23","https://bidplus.gem.gov.in/showbidDocument/74362","Bid Awarded"
"GEM/2018/B/10608",74369,"","GEM/2018/B/10608","diesel generators- DG Sets",10,"Central Armed Police Forces","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/74369","Bid Awarded"
"GEM/2018/B/10611",74390,"","GEM/2018/B/10611","domestic refrigerators",6,"CHHATTISGARH","2018-05-09","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/74390","Bid Awarded"
"GEM/2018/B/10617",74432,"","GEM/2018/B/10617","electrical box extension",80,"Department of Food and Public Distribution","2018-05-09","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/74432","Bid Awarded"
"GEM/2018/B/1062",7533,"","GEM/2018/B/1062","OEM Cartridge",160,"NA","2018-05-03","2018-05-10","https://bidplus.gem.gov.in/showbidDocument/7533","Bid Awarded"
"GEM/2018/B/10620",74453,"","GEM/2018/B/10620","Camera for CCTV System",16,"GUJARAT","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/74453","Bid Awarded"
"GEM/2018/B/10623",74474,"","GEM/2018/B/10623","Backup and replication software backup or archival software",1,"Department of Science and Technology (DST)","2018-05-10","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/74474","Bid Awarded"
"GEM/2018/B/10625",74488,"","GEM/2018/B/10625","OEM Cartridge",5,"NA","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/74488","Bid Awarded"
"GEM/2018/B/1063",7540,"","GEM/2018/B/1063","domestic refrigerators",15,"Health and Family Welfare Department Tripura","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/7540","Bid Awarded"
"GEM/2018/B/10640",74593,"","GEM/2018/B/10640","LED Luminaire (for Flood Light)",10,"NA","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/74593","Bid Awarded"
"GEM/2018/B/10648",74649,"","GEM/2018/B/10648","seamless steel tube assembly-TUBULARS AND OTHER WROUGHT STEEL FITTINGS, RISER PIPE",24,"Public Health Engineering Department Chhattisgarh","2018-05-09","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/74649","Bid Awarded"
"GEM/2018/B/10649",74656,"","GEM/2018/B/10649","Multifunction Machines",2,"NA","2018-05-09","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/74656","Bid Awarded"
"GEM/2018/B/10650",74663,"","GEM/2018/B/10650","Air Conditioner",1,"NA","2018-05-09","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/74663","Bid Awarded"
"GEM/2018/B/10657",74712,"","GEM/2018/B/10657","Notebook Computers-laptop",1,"Comptroller and Auditor General (CAG) of India","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/74712","Bid Awarded"
"GEM/2018/B/10658",74719,"","GEM/2018/B/10658","sofas",6,"CHHATTISGARH","2018-05-09","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/74719","Bid Awarded"
"GEM/2018/B/10662",74747,"","GEM/2018/B/10662","Multimedia Projectors",1,"RAJASTHAN","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/74747","Bid Awarded"
"GEM/2018/B/10664",74761,"","GEM/2018/B/10664","wireless network interface cards usb data card/ router/ dongle",3000,"Department of Telecommunications (DOT)","2018-05-10","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/74761","Bid Awarded"
"GEM/2018/B/10667",74782,"","GEM/2018/B/10667","seamless steel tube assembly-TUBULARS AND OTHER WROUGHT STEEL FITTINGS, RISER PIPE",26,"Public Health Engineering Department Chhattisgarh","2018-05-09","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/74782","Bid Awarded"
"GEM/2018/B/10668",74789,"","GEM/2018/B/10668","OEM Cartridge",120,"NA","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/74789","Bid Awarded"
"GEM/2018/B/10670",74803,"","GEM/2018/B/10670","hopper or tipper",8,"Urban Development Department","2018-05-09","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/74803","Bid Awarded"
"GEM/2018/B/10671",74810,"","GEM/2018/B/10671","diesel generators- DG Sets",4,"Central Armed Police Forces","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/74810","Bid Awarded"
"GEM/2018/B/10675",74838,"","GEM/2018/B/10675","Online UPS",1,"NA","2018-05-09","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/74838","Bid Awarded"
"GEM/2018/B/10676",74845,"","GEM/2018/B/10676","Printer",5,"NA","2018-05-09","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/74845","Bid Awarded"
"GEM/2018/B/10677",74852,"","GEM/2018/B/10677","Printer or photo Copier Paper",2110,"RAJASTHAN","2018-05-09","2018-05-23","https://bidplus.gem.gov.in/showbidDocument/74852","Bid Awarded"
"GEM/2018/B/10681",74880,"","GEM/2018/B/10681","Interactive Boards",2,"RAJASTHAN","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/74880","Bid Awarded"
"GEM/2018/B/10682",74887,"","GEM/2018/B/10682","Desktops",4,"NA","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/74887","Bid Awarded"
"GEM/2018/B/10684",74901,"","GEM/2018/B/10684","Drinking Water Cooler",1,"NA","2018-05-09","2018-05-22","https://bidplus.gem.gov.in/showbidDocument/74901","Bid Awarded"
"GEM/2018/B/10685",74908,"","GEM/2018/B/10685","OEM Cartridge",25,"NA","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/74908","Bid Awarded"
"GEM/2018/B/10694",74971,"","GEM/2018/B/10694","Index card files",100,"NA","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/74971","Bid Awarded"
"GEM/2018/B/10696",74985,"","GEM/2018/B/10696","Visual Presenters",1,"RAJASTHAN","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/74985","Bid Awarded"
"GEM/2018/B/10698",74999,"","GEM/2018/B/10698","Notebook Computers-laptop",10,"Agriculture Department Maharashtra","2018-05-10","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/74999","Bid Awarded"
"GEM/2018/B/10704",75041,"","GEM/2018/B/10704","Desktops",4,"NA","2018-05-09","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/75041","Bid Awarded"
"GEM/2018/B/10707",75062,"","GEM/2018/B/10707","Electronic Weighing Scales",1,"NA","2018-05-09","2018-05-22","https://bidplus.gem.gov.in/showbidDocument/75062","Bid Awarded"
"GEM/2018/B/10708",75069,"","GEM/2018/B/10708","brooms",2500,"Home Department Delhi","2018-05-09","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/75069","Bid Awarded"
"GEM/2018/B/1071",7596,"","GEM/2018/B/1071","urn sand bags-HDPE AND PP SAND BAG",7400,"Department of Defence","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/7596","Bid Awarded"
"GEM/2018/B/10713",75104,"","GEM/2018/B/10713","biometric identification equipment",313,"Department of Telecommunications (DOT)","2018-05-10","2018-05-20","https://bidplus.gem.gov.in/showbidDocument/75104","Bid Awarded"
"GEM/2018/B/10719",75146,"","GEM/2018/B/10719","Security Manpower Service",91,"Health and Family Welfare Department Delhi","2018-05-11","2018-05-23","https://bidplus.gem.gov.in/showbidDocument/75146","Bid Awarded"
"GEM/2018/B/10722",75167,"","GEM/2018/B/10722","OEM Cartridge",2,"NA","2018-05-14","2018-05-24","https://bidplus.gem.gov.in/showbidDocument/75167","Bid Awarded"
"GEM/2018/B/10725",75188,"","GEM/2018/B/10725","brooms",7000,"Home Department Delhi","2018-05-09","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/75188","Bid Awarded"
"GEM/2018/B/10728",75209,"","GEM/2018/B/10728","Desktops",4,"NA","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/75209","Bid Awarded"
"GEM/2018/B/1073",7610,"","GEM/2018/B/1073","Notebook Computers-laptop",1,"Comptroller and Auditor General (CAG) of India","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/7610","Bid Awarded"
"GEM/2018/B/10730",75223,"","GEM/2018/B/10730","diesel generators- DG Sets",1,"NA","2018-05-11","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/75223","Bid Awarded"
"GEM/2018/B/10732",75237,"","GEM/2018/B/10732","Online UPS",3,"NA","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/75237","Bid Awarded"
"GEM/2018/B/10733",75244,"","GEM/2018/B/10733","Air Conditioner",10,"ANDHRA  PRADESH","2018-05-15","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/75244","Bid Awarded"
"GEM/2018/B/10744",75321,"","GEM/2018/B/10744","Executive Table",5,"Central Police Organisation","2018-05-11","2018-05-22","https://bidplus.gem.gov.in/showbidDocument/75321","Bid Awarded"
"GEM/2018/B/10746",75335,"","GEM/2018/B/10746","Multimedia Projectors",1,"Revenue and Disaster Department Chhattisgarh","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/75335","Bid Awarded"
"GEM/2018/B/10751",75370,"","GEM/2018/B/10751","Air Conditioner",1,"NA","2018-05-09","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/75370","Bid Awarded"
"GEM/2018/B/10757",75412,"","GEM/2018/B/10757","Smart Phone",120,"MAHARASHTRA","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/75412","Bid Awarded"
"GEM/2018/B/10759",75426,"","GEM/2018/B/10759","Air Conditioner",2,"Department of Home","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/75426","Bid Awarded"
"GEM/2018/B/10761",75440,"","GEM/2018/B/10761","Printer",5,"Central Armed Police Forces","2018-05-09","2018-05-19","https://bidplus.gem.gov.in/showbidDocument/75440","Bid Awarded"
"GEM/2018/B/10764",75461,"","GEM/2018/B/10764","Digital Duplicators",1,"MAHARASHTRA","2018-05-11","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/75461","Bid Awarded"
"GEM/2018/B/10768",75489,"","GEM/2018/B/10768","Professional Large Format Display",2,"Department of Higher Education","2018-05-09","2018-05-23","https://bidplus.gem.gov.in/showbidDocument/75489","Bid Awarded"
"GEM/2018/B/1077",7638,"","GEM/2018/B/1077","Drinking Water Cooler",5,"Higher and Technical Education Department Maharashtra","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/7638","Bid Awarded"
"GEM/2018/B/10776",75545,"","GEM/2018/B/10776","sipper bottle",300,"NA","2018-05-09","2018-05-20","https://bidplus.gem.gov.in/showbidDocument/75545","Bid Awarded"
"GEM/2018/B/10777",75552,"","GEM/2018/B/10777","Portable Fire Extinguishers IS 15683",60,"NA","2018-05-10","2018-05-20","https://bidplus.gem.gov.in/showbidDocument/75552","Bid Awarded"
"GEM/2018/B/10788",75629,"","GEM/2018/B/10788","bed sheets or spreads",650,"Department of Defence","2018-05-14","2018-05-24","https://bidplus.gem.gov.in/showbidDocument/75629","Bid Awarded"
"GEM/2018/B/1079",7652,"","GEM/2018/B/1079","Multifunction Machines",1,"Department of Revenue","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/7652","Bid Awarded"
"GEM/2018/B/108",855,"","GEM/2018/B/108","water tanker mounted on two wheels trailer",2,"Urban Development Department Chhattisgarh","2018-04-17","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/855","Bid Awarded"
"GEM/2018/B/10800",75713,"","GEM/2018/B/10800","watermist and caf fire extinguisher low pressure back pack type",3,"NA","2018-05-10","2018-05-20","https://bidplus.gem.gov.in/showbidDocument/75713","Bid Awarded"
"GEM/2018/B/10809",75776,"","GEM/2018/B/10809","OEM Cartridge",25,"NA","2018-05-10","2018-05-20","https://bidplus.gem.gov.in/showbidDocument/75776","Bid Awarded"
"GEM/2018/B/10820",75853,"","GEM/2018/B/10820","Online UPS",5,"Labour Department Puducherry","2018-05-10","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/75853","Bid Awarded"
"GEM/2018/B/10822",75867,"","GEM/2018/B/10822","OEM Cartridge",35,"NA","2018-05-10","2018-05-20","https://bidplus.gem.gov.in/showbidDocument/75867","Bid Awarded"
"GEM/2018/B/10825",75888,"","GEM/2018/B/10825","Notebook Computers-laptop",2,"Department of Health and Family Welfare","2018-05-10","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/75888","Bid Awarded"
"GEM/2018/B/10829",75916,"","GEM/2018/B/10829","Printer",2,"Department of Telecommunications (DOT)","2018-05-11","2018-05-21","https://bidplus.gem.gov.in/showbidDocument/75916","Bid Awarded"
"GEM/2018/B/1083",7680,"","GEM/2018/B/1083","Desktops",4,"Department of Defence Research & Development","2018-04-19","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/7680","Bid Awarded"
"GEM/2018/B/10832",75937,"","GEM/2018/B/10832","solar street lighting  and renewable energy street lighting",8,"Central Armed Police Forces","2018-05-10","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/75937","Bid Awarded"
"GEM/2018/B/10837",75972,"","GEM/2018/B/10837","telephone instrument single push button one plus one and one plus",50,"NA","2018-05-10","2018-05-20","https://bidplus.gem.gov.in/showbidDocument/75972","Bid Awarded"
"GEM/2018/B/10839",75986,"","GEM/2018/B/10839","Language / multilingual software  foreign language software",1,"College Education Department Rajasthan","2018-05-10","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/75986","Bid Awarded"
"GEM/2018/B/10840",75993,"","GEM/2018/B/10840","Foolscap sheets",300,"Department of Defence","2018-05-10","2018-05-20","https://bidplus.gem.gov.in/showbidDocument/75993","Bid Awarded"
"GEM/2018/B/10843",76014,"","GEM/2018/B/10843","lead acid battery",8,"Department of Revenue","2018-05-10","2018-05-25","https://bidplus.gem.gov.in/showbidDocument/76014","Bid Awarded"
