"key","bid","bid_no","ra_no","items","quantity","department","startdate","enddate","document","status"
"GEM/2018/B/13340",93493,"","GEM/2018/B/13340","Air Conditioner",4,"Technical Education Department Chhattisgarh","2018-05-16","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/93493","Financial Evaluated"
"GEM/2018/B/13364",93661,"","GEM/2018/B/13364","poly carbonate lathi",4693,"Central Armed Police Forces","2018-05-16","2018-05-30","https://bidplus.gem.gov.in/showbidDocument/93661","Financial Evaluated"
"GEM/2018/B/13415",94018,"","GEM/2018/B/13415","Cleaning and Sanitation Service",345255,"Health and Family Welfare Department Delhi","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/94018","Financial Evaluated"
"GEM/2018/B/13423",94074,"","GEM/2018/B/13423","Decorative Plant Service,Decorative Plant Service,Decorative Plant Service",3,"Ministry of Commerce and Industry","2018-05-16","2018-06-06","https://bidplus.gem.gov.in/showbidDocument/94074","Financial Evaluated"
"GEM/2018/B/13439",94186,"","GEM/2018/B/13439","Security Manpower Service",69,"Health and Family Welfare Department Delhi","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/94186","Financial Evaluated"
"GEM/2018/B/13452",94277,"","GEM/2018/B/13452","Human Resource Service",25,"Health and Family Welfare Department Delhi","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/94277","Financial Evaluated"
"GEM/2018/B/13460",94333,"","GEM/2018/B/13460","automotive vehicles pneumatic tyres",2,"N/A","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/94333","Financial Evaluated"
"GEM/2018/B/13480",94473,"","GEM/2018/B/13480","Security Manpower Service,Security Manpower Service,Security Manpower Service,Security Manpower Serv",4,"Ministry of Commerce and Industry","2018-05-16","2018-06-06","https://bidplus.gem.gov.in/showbidDocument/94473","Financial Evaluated"
"GEM/2018/B/13515",94718,"","GEM/2018/B/13515","Security Manpower Service,Security Manpower Service,Security Manpower Service,Security Manpower Serv",24,"Ministry of Commerce and Industry","2018-05-16","2018-06-06","https://bidplus.gem.gov.in/showbidDocument/94718","Financial Evaluated"
"GEM/2018/B/13531",94830,"","GEM/2018/B/13531","Cleaning and Sanitation Service",56277,"Department of Revenue","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/94830","Financial Evaluated"
"GEM/2018/B/1354",9577,"","GEM/2018/B/1354","Portable Fire Extinguishers IS 15683",6542,"NA","2018-04-18","2018-05-05","https://bidplus.gem.gov.in/showbidDocument/9577","Financial Evaluated"
"GEM/2018/B/13561",95040,"","GEM/2018/B/13561","All in one",21,"Health and Family Welfare Department Tripura","2018-05-18","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/95040","Financial Evaluated"
"GEM/2018/B/1362",9633,"","GEM/2018/B/1362","OEM Cartridge",1,"NA","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/9633","Financial Evaluated"
"GEM/2018/B/13633",95544,"","GEM/2018/B/13633","Cleaning and Sanitation Service",253924,"Ministry of Earth Sciences","2018-05-17","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/95544","Financial Evaluated"
"GEM/2018/B/13694",95971,"","GEM/2018/B/13694","Security Manpower Service",15,"Ministry of Earth Sciences","2018-05-17","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/95971","Financial Evaluated"
"GEM/2018/B/1371",9696,"","GEM/2018/B/1371","scanners",4,"Comptroller and Auditor General (CAG) of India","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/9696","Financial Evaluated"
"GEM/2018/B/13712",96097,"","GEM/2018/B/13712","Security Manpower Service",5,"Ministry of Earth Sciences","2018-05-17","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/96097","Financial Evaluated"
"GEM/2018/B/13733",96244,"","GEM/2018/B/13733","Router,Router,Layer 2 Access Switch,Layer 3 Access Switch,Layer 3 Access Switch,Layer-3 Core Switch,",2049,"NA","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/96244","Financial Evaluated"
"GEM/2018/B/13802",96734,"","GEM/2018/B/13802","Tablet Based Biometric Attendance System",25,"NA","2018-05-18","2018-05-29","https://bidplus.gem.gov.in/showbidDocument/96734","Financial Evaluated"
"GEM/2018/B/13825",96895,"","GEM/2018/B/13825","Printer",23,"NA","2018-05-16","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/96895","Financial Evaluated"
"GEM/2018/B/13867",97189,"","GEM/2018/B/13867","Potable water purification system",14,"MAHARASHTRA","2018-05-18","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/97189","Financial Evaluated"
"GEM/2018/B/13869",97203,"","GEM/2018/B/13869","Air Conditioner",10,"NA","2018-05-16","2018-06-07","https://bidplus.gem.gov.in/showbidDocument/97203","Financial Evaluated"
"GEM/2018/B/1387",9808,"","GEM/2018/B/1387","Human Resource Service",25,"Department of Revenue","2018-04-18","2018-05-10","https://bidplus.gem.gov.in/showbidDocument/9808","Financial Evaluated"
"GEM/2018/B/13905",97455,"","GEM/2018/B/13905","thin client computers",30,"NA","2018-05-16","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/97455","Financial Evaluated"
"GEM/2018/B/13985",98015,"","GEM/2018/B/13985","revolving chair",5,"Central Armed Police Forces","2018-05-16","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/98015","Financial Evaluated"
"GEM/2018/B/14032",98344,"","GEM/2018/B/14032","Online UPS",6,"Department of Defence","2018-05-17","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/98344","Financial Evaluated"
"GEM/2018/B/14059",98533,"","GEM/2018/B/14059","Notebook Computers-laptop",1,"NA","2018-05-17","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/98533","Financial Evaluated"
"GEM/2018/B/14078",98666,"","GEM/2018/B/14078","Installation & Commissioning charges for CCTV Cameras (Accessories)",1,"Department of Agricultural Research and Education (DARE)","2018-05-17","2018-06-02","https://bidplus.gem.gov.in/showbidDocument/98666","Financial Evaluated"
"GEM/2018/B/14080",98680,"","GEM/2018/B/14080","Human Resource Service",4,"Department of Telecommunications (DOT)","2018-05-25","2018-06-10","https://bidplus.gem.gov.in/showbidDocument/98680","Financial Evaluated"
"GEM/2018/B/1409",9962,"","GEM/2018/B/1409","polypropylene ropes",1100,"Ministry of Shipping","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/9962","Financial Evaluated"
"GEM/2018/B/14132",99044,"","GEM/2018/B/14132","OEM Cartridge",100,"NA","2018-05-22","2018-06-05","https://bidplus.gem.gov.in/showbidDocument/99044","Financial Evaluated"
"GEM/2018/B/14150",99170,"","GEM/2018/B/14150","roti maker  domestic bread making machines",1,"Department of Defence Production and Supply","2018-05-17","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/99170","Financial Evaluated"
"GEM/2018/B/14180",99380,"","GEM/2018/B/14180","automotive vehicles pneumatic tyres",200,"Ministry of Defence","2018-05-17","2018-05-31","https://bidplus.gem.gov.in/showbidDocument/99380","Financial Evaluated"
"GEM/2018/B/14215",99625,"","GEM/2018/B/14215","Televisions",9,"NA","2018-05-17","2018-05-29","https://bidplus.gem.gov.in/showbidDocument/99625","Financial Evaluated"
"GEM/2018/B/14267",99989,"","GEM/2018/B/14267","LED Lamps- bulb",1208,"Ministry of Defence","2018-05-17","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/99989","Financial Evaluated"
"GEM/2018/B/14335",100465,"","GEM/2018/B/14335","Desktops",10,"NA","2018-05-17","2018-06-01","https://bidplus.gem.gov.in/showbidDocument/100465","Financial Evaluated"
"GEM/2018/B/14346",100542,"","GEM/2018/B/14346","Meeting Table",1,"Agriculture Department Rajasthan","2018-05-18","2018-05-29","https://bidplus.gem.gov.in/showbidDocument/100542","Financial Evaluated"
"GEM/2018/B/14363",100661,"","GEM/2018/B/14363","Security Manpower Service",7,"Department of Revenue","2018-05-17","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/100661","Financial Evaluated"
"GEM/2018/B/14384",100808,"","GEM/2018/B/14384","propeller type ac ventilating fan-exhaust",350,"Department of Defence Production and Supply","2018-05-17","2018-06-01","https://bidplus.gem.gov.in/showbidDocument/100808","Financial Evaluated"
"GEM/2018/B/14396",100892,"","GEM/2018/B/14396","Security Manpower Service",65,"DELHI","2018-05-17","2018-06-01","https://bidplus.gem.gov.in/showbidDocument/100892","Financial Evaluated"
"GEM/2018/B/14401",100927,"","GEM/2018/B/14401","automotive vehicles pneumatic tyres",25,"Ministry of Defence","2018-05-17","2018-05-31","https://bidplus.gem.gov.in/showbidDocument/100927","Financial Evaluated"
"GEM/2018/B/14417",101039,"","GEM/2018/B/14417","Smart Phone with MDM/EMM/SDK",4092,"Department of Posts","2018-05-17","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/101039","Financial Evaluated"
"GEM/2018/B/14467",101389,"","GEM/2018/B/14467","hopper or tipper",1,"Urban Development and Environment Department","2018-05-24","2018-06-09","https://bidplus.gem.gov.in/showbidDocument/101389","Financial Evaluated"
"GEM/2018/B/14493",101571,"","GEM/2018/B/14493","Sign holders or stands",1,"Central Armed Police Forces","2018-05-17","2018-05-29","https://bidplus.gem.gov.in/showbidDocument/101571","Financial Evaluated"
"GEM/2018/B/14534",101858,"","GEM/2018/B/14534","single texture white rubberized waterproof nylon fabric rain capes with attached hood",100,"Disaster Management and Rehabilitation Department Uttarakhand","2018-05-18","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/101858","Financial Evaluated"
"GEM/2018/B/14537",101879,"","GEM/2018/B/14537","Televisions",2,"NA","2018-05-17","2018-05-31","https://bidplus.gem.gov.in/showbidDocument/101879","Financial Evaluated"
"GEM/2018/B/14591",102257,"","GEM/2018/B/14591","Tablets",2358,"Animal Husbandry Department Rajasthan","2018-05-18","2018-05-30","https://bidplus.gem.gov.in/showbidDocument/102257","Financial Evaluated"
"GEM/2018/B/14616",102432,"","GEM/2018/B/14616","Smart Phone with MDM/EMM/SDK",4689,"Department of Posts","2018-05-17","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/102432","Financial Evaluated"
"GEM/2018/B/14629",102523,"","GEM/2018/B/14629","lead acid battery",8,"Central Armed Police Forces","2018-05-17","2018-06-01","https://bidplus.gem.gov.in/showbidDocument/102523","Financial Evaluated"
"GEM/2018/B/14651",102677,"","GEM/2018/B/14651","Air Conditioner",1,"Animal Husbandry Department Rajasthan","2018-05-18","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/102677","Financial Evaluated"
"GEM/2018/B/14654",102698,"","GEM/2018/B/14654","Multifunction Machines",2,"Department of Rural Development (DRD)","2018-05-17","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/102698","Financial Evaluated"
"GEM/2018/B/14698",103006,"","GEM/2018/B/14698","low carbon steel wire or mild steel wire for general engineering purposes",3000,"NA","2018-05-17","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/103006","Financial Evaluated"
"GEM/2018/B/14706",103062,"","GEM/2018/B/14706","Security Manpower Service",15,"DELHI","2018-05-18","2018-06-01","https://bidplus.gem.gov.in/showbidDocument/103062","Financial Evaluated"
"GEM/2018/B/14761",103447,"","GEM/2018/B/14761","Printer",29,"Department of Defence Production and Supply","2018-05-18","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/103447","Financial Evaluated"
"GEM/2018/B/14775",103545,"","GEM/2018/B/14775","knit cotton fabrics vest cotton and cotton short drawers",2000,"Central Armed Police Forces","2018-05-18","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/103545","Financial Evaluated"
"GEM/2018/B/14819",103853,"","GEM/2018/B/14819","Desktops",5,"Department of Defence","2018-05-18","2018-05-31","https://bidplus.gem.gov.in/showbidDocument/103853","Financial Evaluated"
"GEM/2018/B/14871",104217,"","GEM/2018/B/14871","Paper Clips,Paper Clips",100,"N/A","2018-05-27","2018-06-07","https://bidplus.gem.gov.in/showbidDocument/104217","Financial Evaluated"
"GEM/2018/B/14928",104616,"","GEM/2018/B/14928","Desktops",13,"Ministry of Defence","2018-05-18","2018-06-04","https://bidplus.gem.gov.in/showbidDocument/104616","Financial Evaluated"
"GEM/2018/B/14931",104637,"","GEM/2018/B/14931","telecommunication cable",900,"Department of Defence","2018-05-18","2018-05-31","https://bidplus.gem.gov.in/showbidDocument/104637","Financial Evaluated"
"GEM/2018/B/14933",104651,"","GEM/2018/B/14933","Executive Table",3,"Higher and Technical Education Department Maharashtra","2018-05-18","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/104651","Financial Evaluated"
"GEM/2018/B/14946",104742,"","GEM/2018/B/14946","revolving chair",10,"Higher and Technical Education Department Maharashtra","2018-05-18","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/104742","Financial Evaluated"
"GEM/2018/B/1495",10564,"","GEM/2018/B/1495","Printer",20,"NA","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/10564","Financial Evaluated"
"GEM/2018/B/14986",105022,"","GEM/2018/B/14986","hand held gps",1109,"Central Armed Police Forces","2018-05-18","2018-06-05","https://bidplus.gem.gov.in/showbidDocument/105022","Financial Evaluated"
"GEM/2018/B/14995",105085,"","GEM/2018/B/14995","Desktops",1,"Department of Higher Education","2018-05-18","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/105085","Financial Evaluated"
"GEM/2018/B/150",1149,"","GEM/2018/B/150","non modular elecrical switches and accessories flush type",2000,"Department of Defence Production and Supply","2018-04-19","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/1149","Financial Evaluated"
"GEM/2018/B/15028",105316,"","GEM/2018/B/15028","Layer 2 Access Switch",1,"Department of Defence","2018-05-18","2018-05-31","https://bidplus.gem.gov.in/showbidDocument/105316","Financial Evaluated"
"GEM/2018/B/15029",105323,"","GEM/2018/B/15029","Desktops",3,"Ministry of Defence","2018-06-08","2018-06-25","https://bidplus.gem.gov.in/showbidDocument/105323","Financial Evaluated"
"GEM/2018/B/15031",105337,"","GEM/2018/B/15031","Networking/Server Rack",1,"Department of Defence","2018-05-18","2018-05-31","https://bidplus.gem.gov.in/showbidDocument/105337","Financial Evaluated"
"GEM/2018/B/15035",105365,"","GEM/2018/B/15035","modular electrical enclosure switch board boxes for modular type accessories",41,"Department of Defence","2018-05-18","2018-05-31","https://bidplus.gem.gov.in/showbidDocument/105365","Financial Evaluated"
"GEM/2018/B/15039",105393,"","GEM/2018/B/15039","Electrician tool kit",1,"Department of Defence","2018-05-18","2018-05-31","https://bidplus.gem.gov.in/showbidDocument/105393","Financial Evaluated"
"GEM/2018/B/1506",10641,"","GEM/2018/B/1506","Desktops",4,"NA","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/10641","Financial Evaluated"
"GEM/2018/B/15067",105589,"","GEM/2018/B/15067","Security Manpower Service",3,"DELHI","2018-05-18","2018-06-01","https://bidplus.gem.gov.in/showbidDocument/105589","Financial Evaluated"
"GEM/2018/B/15081",105687,"","GEM/2018/B/15081","IP Telephony",20,"NA","2018-05-18","2018-05-29","https://bidplus.gem.gov.in/showbidDocument/105687","Financial Evaluated"
"GEM/2018/B/1510",10669,"","GEM/2018/B/1510","polypropylene ropes",440,"Ministry of Shipping","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/10669","Financial Evaluated"
"GEM/2018/B/15107",105869,"","GEM/2018/B/15107","Multifunction Machines",25,"Department of Agricultural Research and Education (DARE)","2018-05-19","2018-06-12","https://bidplus.gem.gov.in/showbidDocument/105869","Financial Evaluated"
"GEM/2018/B/15116",105932,"","GEM/2018/B/15116","Desktops",7,"NA","2018-05-18","2018-06-07","https://bidplus.gem.gov.in/showbidDocument/105932","Financial Evaluated"
"GEM/2018/B/15129",106023,"","GEM/2018/B/15129","Online UPS",1,"NA","2018-05-18","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/106023","Financial Evaluated"
"GEM/2018/B/15147",106149,"","GEM/2018/B/15147","acute care monitoring units and related products-patient monitors",10,"Health and Family Welfare Department Himachal Pradesh","2018-05-18","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/106149","Financial Evaluated"
"GEM/2018/B/15151",106177,"","GEM/2018/B/15151","Polypallet Conforming to IS 13664",220,"Department of Food and Public Distribution","2018-05-18","2018-05-29","https://bidplus.gem.gov.in/showbidDocument/106177","Financial Evaluated"
"GEM/2018/B/15194",106478,"","GEM/2018/B/15194","Notebook Computers-laptop",4,"Department of Defence","2018-05-18","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/106478","Financial Evaluated"
"GEM/2018/B/15218",106646,"","GEM/2018/B/15218","Multifunction Machines",2,"NA","2018-05-18","2018-06-07","https://bidplus.gem.gov.in/showbidDocument/106646","Financial Evaluated"
"GEM/2018/B/15304",107248,"","GEM/2018/B/15304","diesel generators- DG Sets",1,"Public Works Department Chhattisgarh","2018-05-18","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/107248","Financial Evaluated"
"GEM/2018/B/15310",107290,"","GEM/2018/B/15310","Air Conditioner",2,"Public Works Department Chhattisgarh","2018-05-18","2018-05-28","https://bidplus.gem.gov.in/showbidDocument/107290","Financial Evaluated"
"GEM/2018/B/15316",107332,"","GEM/2018/B/15316","Squeeges or washers- wipers-mopper",4,"Ministry of Home Affairs","2018-05-31","2018-06-20","https://bidplus.gem.gov.in/showbidDocument/107332","Financial Evaluated"
"GEM/2018/B/15323",107381,"","GEM/2018/B/15323","shoe polish brushes",4,"Ministry of Home Affairs","2018-05-31","2018-06-20","https://bidplus.gem.gov.in/showbidDocument/107381","Financial Evaluated"
